construct,standard,host,kind,iso_clause,std_ref,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
CPP_PIPE_BUF,PIPE_BUF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_RAND_MAX,RAND_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अक्रम_उच्च,,,,,,,,,,,,,,,,,,,
CPP_R_OK,R_OK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SA_NOCLDSTOP,SA_NOCLDSTOP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SCHAR_MAX,SCHAR_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,च_अक्षर_उच्च,,,,,,,,,,,,,,,,,,,
CPP_SCHAR_MIN,SCHAR_MIN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,च_अक्षर_न्यून,,,,,,,,,,,,,,,,,,,
CPP_SEEK_CUR,SEEK_CUR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,प्रस्तुत_से,,,,,,,,,,,,,,,,,,,
CPP_SEEK_END,SEEK_END,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अंत_से,,,,,,,,,,,,,,,,,,,
CPP_SEEK_SET,SEEK_SET,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,शुरू_से,,,,,,,,,,,,,,,,,,,
CPP_SHRT_MAX,SHRT_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लघु_उच्च,,,,,,,,,,,,,,,,,,,
CPP_SHRT_MIN,SHRT_MIN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,लघु_न्यून,,,,,,,,,,,,,,,,,,,
CPP_SIBGABRT,SIBGABRT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_पात,,,,,,,,,,,,,,,,,,,
CPP_SIGARLM,SIGARLM,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGCHLD,SIGCHLD,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGCONT,SIGCONT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGFPE,SIGFPE,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_भ_त्रुटि,,,,,,,,,,,,,,,,,,,
CPP_SIGHUP,SIGHUP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGILL,SIGILL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_अवैध,,,,,,,,,,,,,,,,,,,
CPP_SIGINT,SIGINT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_विघ्न,,,,,,,,,,,,,,,,,,,
CPP_SIGKILL,SIGKILL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGPIPE,SIGPIPE,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGQUIT,SIGQUIT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGSEGV,SIGSEGV,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_अंश,,,,,,,,,,,,,,,,,,,
CPP_SIGSTOP,SIGSTOP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGTERM,SIGTERM,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_इति,,,,,,,,,,,,,,,,,,,
CPP_SIGTSTP,SIGTSTP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGTTIN,SIGTTIN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGTTOU,SIGTTOU,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGUSR1,SIGUSR1,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIGUSR2,SIGUSR2,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIG_BLOCK,SIG_BLOCK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIG_DFL,SIG_DFL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_पूर्व,,,,,,,,,,,,,,,,,,,
CPP_SIG_ERR,SIG_ERR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_त्रुटि,,,,,,,,,,,,,,,,,,,
CPP_SIG_IGN,SIG_IGN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,संक_छोड़ो,,,,,,,,,,,,,,,,,,,
CPP_SIG_SETMASK,SIG_SETMASK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SIG_UNBLOCK,SIG_UNBLOCK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SSIZE_MAX,SSIZE_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_STDERR_FILENO,STDERR_FILENO,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_STDIN_FILENO,STDIN_FILENO,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_STDOUT_FILENO,STDOUT_FILENO,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_STREAM_MAX,STREAM_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IRGRP,S_IRGRP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IROTH,S_IROTH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IRUSR,S_IRUSR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IRWXG,S_IRWXG,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IRWXO,S_IRWXO,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IRWXU,S_IRWXU,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISBLK,S_ISBLK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISCHR,S_ISCHR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISDIR,S_ISDIR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISFIFO,S_ISFIFO,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISGID,S_ISGID,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_ISREGSUID,S_ISREGSUID,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IWGRP,S_IWGRP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IWOTH,S_IWOTH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IWUSR,S_IWUSR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IXGRP,S_IXGRP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IXOTH,S_IXOTH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_S_IXUSR,S_IXUSR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_SCREENMODE,ScreenMode,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCIFLUSH,TCIFLUSH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCIOFF,TCIOFF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCIOFLUSH,TCIOFLUSH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCION,TCION,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCOFF,TCOFF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCOFLUSH,TCOFLUSH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCOON,TCOON,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSADRAIN,TCSADRAIN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSAFLUSH,TCSAFLUSH,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TCSANOW,TCSANOW,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TMP_MAX,TMP_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,क्षणिक_उच्च,,,,,,,,,,,,,,,,,,,
CPP_TOSTOP,TOSTOP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_TZNAME_MAX,TZNAME_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_UCHAR_MAX,UCHAR_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अच_अक्षर_उच्च,,,,,,,,,,,,,,,,,,,
CPP_UINT_MAX,UINT_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अच_पूर्णांक_उच्च,,,,,,,,,,,,,,,,,,,
CPP_ULONG_MAX,ULONG_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अच_दीर्घ_उच्च,,,,,,,,,,,,,,,,,,,
CPP_USHRT_MAX,USHRT_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,अच_लघु_उच्च,,,,,,,,,,,,,,,,,,,
CPP_VEOF,VEOF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VEOL,VEOL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VERASE,VERASE,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VINTR,VINTR,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VKILL,VKILL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VMIN,VMIN,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VQUIT,VQUIT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VSTART,VSTART,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VSTOP,VSTOP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VSUSP,VSUSP,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_VTIME,VTIME,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WEXITSTATUS,WEXITSTATUS,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WIFEXITED,WIFEXITED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WIFSIGNALED,WIFSIGNALED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WIFSTOPPED,WIFSTOPPED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WNOHANG,WNOHANG,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WSTOPSIG,WSTOPSIG,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WTERMSIG,WTERMSIG,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_WUNTRACED,WUNTRACED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_W_OK,W_OK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_X_OK,X_OK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__,[,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___,[],cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___,\\,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_____,\\\',cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_____,\\\?,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_____,\\\\,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__,],cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__,^,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___,^=,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__8087,_8087,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__IOFBF,_IOFBF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__IOLBF,_IOLBF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__IONBF,_IONBF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_CHOWN_RESTRICTED,_PC_CHOWN_RESTRICTED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_MAX_CANON,_PC_MAX_CANON,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_MAX_INPUT,_PC_MAX_INPUT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_NAME_MAX,_PC_NAME_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_NO_TRUNC,_PC_NO_TRUNC,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_PATH_MAX,_PC_PATH_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_PIPE_BUF,_PC_PIPE_BUF,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__PC_VDISABLE,_PC_VDISABLE,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_ARG_MAX,_POSIX_ARG_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_CHILD_MAX,_POSIX_CHILD_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_CHOWN_RESTRICTED,_POSIX_CHOWN_RESTRICTED,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_JOB_CONTROL,_POSIX_JOB_CONTROL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_LINK_MAX,_POSIX_LINK_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_MAX_CANON,_POSIX_MAX_CANON,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_MAX_INPUT,_POSIX_MAX_INPUT,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_NAME_MAX,_POSIX_NAME_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_NGROUPS_MAX,_POSIX_NGROUPS_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_NO_TRUNC,_POSIX_NO_TRUNC,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_OPEN_MAX,_POSIX_OPEN_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_PATH_MAX,_POSIX_PATH_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_SAVED_IDS,_POSIX_SAVED_IDS,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_SSIZE_MAX,_POSIX_SSIZE_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_STREAM_MAX,_POSIX_STREAM_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_TZNAME_MAX,_POSIX_TZNAME_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_VDISABLE,_POSIX_VDISABLE,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__POSIX_VERSION,_POSIX_VERSION,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_ARG_MAX,_SC_ARG_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_CHILD_MAX,_SC_CHILD_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_CLK_TCK,_SC_CLK_TCK,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_JOB_CONTROL,_SC_JOB_CONTROL,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_NGROUPS_MAX,_SC_NGROUPS_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_OPEN_MAX,_SC_OPEN_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_SAVED_IDS,_SC_SAVED_IDS,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_STREAM_MAX,_SC_STREAM_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_TZNAME_MAX,_SC_TZNAME_MAX,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__SC_VERSION,_SC_VERSION,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___DATE__,__DATE__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,__दिन__,,,,,,,,,,,,,,,,,,,
CPP___FILE__,__FILE__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,__खाता__,,,,,,,,,,,,,,,,,,,
CPP___FPCE_IEEE__,__FPCE_IEEE__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___FPCE__,__FPCE__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP___LINE__,__LINE__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,__पंक्ति__,,,,,,,,,,,,,,,,,,,
CPP___STDC__,__STDC__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,__मानक__,,,,,,,,,,,,,,,,,,,
CPP___TIME__,__TIME__,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,__समय__,,,,,,,,,,,,,,,,,,,
CPP__ATOLD,_atold,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP__EXIT,_exit,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,_निकास,,,,,,,,,,,,,,,,,,,
CPP__STKLEN,_stklen,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ABORT,abort,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,पात,,,,,,,,,,,,,,,,,,,
CPP_ABS,abs,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,असल,,,,,,,,,,,,,,,,,,,
CPP_ACCESS,access,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ACOS,acos,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ALARM,alarm,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ALLOCA,alloca,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ASCTIME,asctime,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,समय_ठीक,,,,,,,,,,,,,,,,,,,
CPP_ASIN,asin,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ASM,asm,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,यंत्र,,,,,,,,,,,,,,,,,,,
CPP_ASSERT,assert,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,निश्चित,,,,,,,,,,,,,,,,,,,یقین
CPP_ATAN,atan,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ATAN2,atan2,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_ATEXIT,atexit,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,निकास_पर,,,,,,,,,,,,,,,,,,,
CPP_ATOF,atof,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_से_भ,,,,,,,,,,,,,,,,,,,
CPP_ATOI,atoi,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_से_प,,,,,,,,,,,,,,,,,,,
CPP_ATOL,atol,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,म_से_द,,,,,,,,,,,,,,,,,,,
CPP_AUTO,auto,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,स्वतः,,,,,,,,,,,,,,,,,,,خودکار
CPP_BASENAME,basename,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_BREAK,break,cpp,identifier,,ISO/IEC 14882:2020,اكسر,שבור,বিৰতি,বিরতি,اكسر,તોડો,שבור,विराम,ನಿಲ್ಲಿಸು,اكسر,നിർത്തുക,थांबा,रोक,ଭାଙ୍ଗ,भञ्ज,اكسر,بشکن,שבור,भंग,ਰੋਕੋ,भङ्ग,اكسر,اكسر,שבור,நிறுத்து,ఆపు,توڑو
CPP_BRK,brk,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_BSEARCH,bsearch,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,द्वा_खोज,,,,,,,,,,,,,,,,,,,
CPP_CALLOC,calloc,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,सुस्मृति,,,,,,,,,,,,,,,,,,,
CPP_CASE,case,cpp,identifier,,ISO/IEC 14882:2020,عندما,כאשר,যেতিয়া,যখন,عندما,જ્યારે,כאשר,जब,ಯಾವಾಗ,عندما,എപ്പോൾ,जेव्हा,जब,ଯେତେବେଳେ,यदा,عندما,هنگامیکه,כאשר,जदा,ਜਦੋਂ,यदा,عندما,عندما,כאשר,போது,ఎప్పుడు,جب
CPP_CATCH,catch,cpp,identifier,14.2,ISO/IEC 14882:2020,,,,,,,,पकड़ो,,,,,,,,,,,,,,,,,,,
CPP_CC_T,cc_t,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_CEIL,ceil,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,उच्चमान,,,,,,,,,,,,,,,,,,,
CPP_CFGETISPEED,cfgetispeed,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_CFGETOSPEED,cfgetospeed,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_CFSETISPEED,cfsetispeed,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP_CFSETOSPEED,cfsetospeed,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
