construct,standard,host,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
CPP_RUN_CHILD,run_child,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SCANF,scanf,cpp,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored
CPP_SETBUF,setbuf,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SETENV,setenv,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SETGID,setgid,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SETJMP,setjmp,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SETLOCALE,setlocale,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SETPGID,setpgid,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SETSID,setsid,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SETUID,setuid,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SETVBUF,setvbuf,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SHORT,short,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIG_ATOMIC_T,sig_atomic_t,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIGACTION,sigaction,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGADDSET,sigaddset,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGEMPTYSET,sigemptyset,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGFILLSET,sigfillset,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGISMEMBER,sigismember,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGJMP_BUF,sigjmp_buf,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGLONGJMP,siglongjmp,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGNAL,signal,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIGNED,signed,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIGPENDING,sigpending,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIGPROCMASK,sigprocmask,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGSET_T,sigset_t,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGSETJMP,sigsetjmp,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIGSUSPEND,sigsuspend,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIN,sin,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SINH,sinh,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SIZE_T,size_t,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SIZEOF,sizeof,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SLEEP,sleep,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SPEED_T,speed_t,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SPRINTF,sprintf,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SQRT,sqrt,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SRAND,srand,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SSCANF,sscanf,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_SSIZE_T,ssize_t,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STACKAVAIL,stackavail,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STAT,stat,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STATFS,statfs,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STATIC,static,cpp,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored
CPP_STDERR,stderr,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STDIN,stdin,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STDOUT,stdout,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STKCOLL,stkcoll,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STRCAT,strcat,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRCHR,strchr,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRCMP,strcmp,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRCOLL,strcoll,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STRCPY,strcpy,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRCSPN,strcspn,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRERROR,strerror,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRFTIME,strftime,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRLEN,strlen,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRNCAT,strncat,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRNCMP,strncmp,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRNCPY,strncpy,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRPBRK,strpbrk,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STRRCHR,strrchr,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRSEP,strsep,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_STRSPN,strspn,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRSTR,strstr,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRTOD,strtod,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRTOK,strtok,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRTOL,strtol,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRTOUL,strtoul,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_STRUCT,struct,cpp,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored
CPP_STRXFRM,strxfrm,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SWITCH,switch,cpp,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored,authored
CPP_SYNC,sync,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SYS_ERRLIST,sys_errlist,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SYS_NERR,sys_nerr,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SYSCONF,sysconf,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_SYSTEM,system,cpp,projected:perso-arabic,projected:aramaic,projected:bengali,projected:bengali,projected:perso-arabic,projected:gujarati,projected:hebrew,authored,projected:kannada,projected:sharada,projected:malayalam,projected:devanagari,projected:devanagari,projected:oriya,projected:devanagari,projected:perso-arabic,projected:perso-arabic,projected:phoenician,projected:devanagari,projected:gurmukhi,projected:devanagari,projected:perso-arabic,projected:khudawadi,projected:syriac,projected:tamil,projected:telugu,projected:perso-arabic
CPP_TAN,tan,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
CPP_TANH,tanh,cpp,romanised:romenagri,romanised:romenagri,,,romanised:romenagri,,romanised:romenagri,,,,,,,,,romanised:romenagri,romanised:romenagri,romanised:romenagri,,,,romanised:romenagri,,romanised:romenagri,,,romanised:romenagri
